"index","Sek_1","Sek_2","Sek_3","Sek_4","Sek_5","Sek_6","Sek_7","Sek_8","Sek_9","Sek_10","Sek_11","Sek_12","Sek_13","Sek_14","Sek_15","Sek_16","Sek_17","Sek_18","Sek_19","Sek_20","Sek_21","Sek_22","Sek_23","Sek_24","Sek_25","Sek_26","Sek_27","Sek_28","Sek_29","Sek_30","Sek_31","Sek_32","Sek_33","Sek_34","Sek_35","Sek_36","Sek_37","Sek_38","Sek_39","Sek_40","Sek_41","Sek_42","Sek_43","Sek_44","Sek_45","Sek_46","Sek_47","Sek_48","Sek_49","Sek_50","Sek_51","Sek_52","Sek_53","Sek_54","Sek_55","Sek_56","Sek_57","Sek_58","Sek_59","Sek_60","Sek_61","Sek_62","Sek_63","Sek_64","Toplam Ara Tüketim","Hanehalkı","Devlet","Yatırım","İhracat","Toplam Kullanım"
"Urun_41","40873.18","1506.24","538.30","31559.89","159250.14","173326.36","12870.56","19091.77","11949.14","35627.29","45988.90","12555.94","46948.53","62277.73","101978.18","50622.60","13290.16","51452.39","45020.17","71913.08","10203.02","51373.11","18549.06","235820.34","6683.15","22302.79","307148.86","52335.51","299531.14","273211.57","279515.49","19140.87","46637.82","37210.36","8040.65","82537.54","6324.96","8598.43","49536.97","12986.75","782142.86","105409.58","34048.91","139209.05","161175.91","22627.13","19915.78","1088.38","19926.58","8083.16","8727.66","3045.06","37068.42","30140.73","100972.17","62018.14","68043.93","4019.36","11561.32","39241.40","47960.97","6616.97","9764.16","0.00","  4,539,136.59\    ","3916073.61","0.00","0.00","0.00","8455210.19"
"Urun_42","8601.13","32.09","1241.22","16144.65","35622.39","29551.23","4791.55","8125.94","4180.89","5839.49","16040.22","4552.85","13764.02","27449.79","26551.16","17588.98","3138.57","19725.82","19364.06","14962.58","6006.20","8532.91","2539.12","80935.27","1002.63","6662.31","90251.07","42149.75","98019.27","61512.53","112525.56","12333.76","20247.71","18483.84","5466.04","22375.46","2826.72","2726.62","19274.10","4593.44","28055.88","228615.63","4332.19","13016.69","10551.01","11972.76","5570.69","478.26","1886.22","139.45","13165.04","645.23","1084.72","7902.36","26653.55","8831.91","20269.94","842.02","3559.40","4890.84","504.34","4731.68","1398.99","0.00","  1,294,831.79\    ","900706.93","0.00","0.00","0.00","2195538.71"
"Urun_43","0.00","0.00","0.00","156.52","737.32","210.48","42.56","72.89","8.70","9.61","251.21","15.95","121.59","229.11","121.11","118.49","2.72","1372.22","133.98","7.94","18.79","271.13","7.15","150.87","11.67","23.24","328.44","244.67","1598.80","695.64","303.44","36.16","601.46","159.61","34.58","86.98","79.16","11.64","256.16","125.81","860.74","12804.00","837.02","301.54","0.00","285.56","37.89","0.00","9.92","44.09","7.46","7.69","137.99","46.60","227.16","41.46","227.70","5.36","15.79","58.84","0.00","14.66","101.84","0.00","  24,731.12\    ","216783.41","0.00","0.00","0.00","241514.52"
"Urun_44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","292811.87","0.00","0.00","0.00","292811.87"
"Urun_45","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Urun_46","65.90","46.00","143.41","3215.42","5211.03","6623.94","570.90","1655.05","1198.22","1046.63","4612.52","992.95","2839.11","3533.76","2281.71","4024.15","460.00","2959.55","2501.05","3316.17","643.55","2441.99","1152.32","6493.01","280.55","1831.04","31296.13","11523.76","30946.93","25943.73","10146.50","809.11","1289.86","3057.80","1194.00","6423.10","725.68","1012.32","10744.25","2279.65","41197.61","1479.28","3081.63","2015.78","657.40","9571.95","4354.98","607.70","2303.26","1290.62","684.51","288.40","2761.86","5943.07","23463.15","2262.56","30797.88","218.18","690.45","1911.52","6954.83","1285.28","3868.66","0.00","  345,223.31\    ","524108.26","0.00","0.00","0.00","869331.57"
"Urun_47","14.24","9.41","0.00","718.33","168.12","247.14","75.27","84.72","6.98","42.98","129.00","0.96","128.65","152.17","88.28","188.23","82.41","141.98","157.12","158.57","225.66","102.95","284.67","220.36","114.86","52.74","24126.18","200.54","1166.54","2650.30","2111.14","24.73","1.44","21.73","19.18","327.72","97.55","18.97","208.62","17.84","0.00","53.62","4.73","791.56","869.75","964.26","6595.85","0.01","21.39","106.31","20.62","0.39","21.69","233.21","2919.76","81.04","178.90","144.12","21.85","117.44","724.02","49.22","93.30","0.00","  48,601.32\    ","5910.54","0.00","11691.46","0.01","66203.32"
"Urun_48","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.04","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","  0.04\    ","0.00","34.23","557.67","0.00","591.93"
"Urun_49","0.73","285.91","48.55","185.89","25068.77","2056.52","24.76","4714.91","1157.26","731.64","8916.16","776.20","1939.22","2984.49","789.47","1195.81","1809.94","11735.24","2926.10","3736.79","240.72","3128.14","43.50","450.78","52.85","145.38","4603.46","12743.97","62437.63","31505.93","1144.31","33.87","6421.96","576.09","1076.60","5936.02","7443.22","7495.51","18375.04","10490.96","28572.86","3626.04","1436.43","1262.28","667.66","2500.48","966.38","1.77","83417.29","369.28","411.84","410.98","3289.79","1600.24","4160.70","2544.75","4051.17","127.12","11692.09","2239.97","5185.22","2413.31","6695.98","0.00","  413,073.90\    ","0.00","0.00","0.00","0.00","413073.90"
"Urun_50","1222.61","0.21","0.03","17.14","27.76","53.69","2.19","6.28","3.79","1.24","40.15","9.94","20.70","35.25","18.34","45.06","9.27","24.54","16.69","46.07","2.26","18.28","7.17","34.40","17.97","7.37","129.47","9.82","219.71","480.68","12.09","6.84","3.58","14.10","6.67","66.94","15.19","5.27","16.32","53.29","149.70","14.67","0.22","41.56","0.29","96.65","146.08","29.97","12.39","755.22","0.30","3.71","3.54","23.84","35.49","20.84","62.10","0.65","158.10","142.17","114.07","0.68","0.07","0.00","  4,540.65\    ","38504.21","0.00","0.00","1.56","43046.42"
"Urun_51","25.12","7.22","1.04","890.89","472.75","303.08","31.32","107.80","93.33","28.45","158.10","398.57","168.08","578.82","119.61","203.06","33.64","216.38","85.71","147.54","49.25","113.95","66.55","296.40","273.29","362.44","4163.72","369.94","2541.71","572.64","1866.98","172.43","678.30","447.54","482.36","284.26","61.70","494.83","884.90","197.99","195.40","186.34","68.45","114.80","0.00","328.77","160.84","30.41","416.90","23.46","742.27","21.62","354.34","354.88","3180.31","294.68","329.98","13.71","397.77","75.54","98.39","33.93","97.88","0.00","  25,972.35\    ","13963.36","0.00","0.00","0.00","39935.71"
"Urun_52","0.00","0.00","0.00","119.77","130.15","209.91","11.33","30.92","25.38","10.25","40.93","28.93","218.03","76.39","132.00","77.86","10.24","52.52","61.12","90.18","25.92","42.79","8.27","32.02","21.55","18.16","279.89","58.66","385.60","291.65","119.71","8.30","127.81","62.39","151.88","180.61","8.50","13.37","63.91","61.76","16.72","0.00","9.23","15.86","0.00","61.16","41.30","1.69","28.52","3.11","1.66","51.64","11.13","297.82","32.34","90.97","794.72","10.09","6.14","20.24","0.10","39.41","15.95","0.00","  4,838.46\    ","0.00","0.00","0.00","0.00","4838.46"
"Urun_53","0.00","0.00","0.00","27.58","105.50","0.96","0.00","1.46","5.77","1.15","71.99","2.27","1.33","4.17","15.61","20.86","21.05","12.01","3.75","1.30","0.00","234.43","13.50","14.76","0.00","4.22","51.29","9.70","47.50","561.33","41.87","2.26","702.26","93.10","2.32","377.79","0.24","30.47","0.58","3.62","8.43","14.63","0.45","0.00","0.00","0.00","10.46","0.00","14.26","0.00","0.68","0.13","3345.31","76.23","49.21","0.87","2.08","0.16","114.53","159.04","0.00","0.00","0.29","0.00","  6,284.78\    ","1123803.55","0.00","0.00","0.00","1130088.33"
"Urun_54","1064.99","18.17","2.62","588.52","3484.83","2555.00","165.61","301.31","278.98","108.03","745.45","1698.76","609.47","1172.89","796.15","1045.66","135.69","803.75","953.43","1138.96","207.36","786.15","224.27","1378.38","511.66","3040.16","6330.95","1013.63","5859.68","8283.38","3759.82","307.21","398.13","1892.65","606.70","1628.34","437.31","405.31","4721.11","373.78","2493.22","299.32","332.85","3859.94","3095.79","1136.77","684.91","12.50","295.86","681.33","61.85","110.77","2007.42","4749.07","14113.58","3592.70","8063.58","549.88","1757.87","1381.99","1250.69","232.96","487.03","0.00","  111,086.10\    ","496123.52","0.00","0.00","0.00","607209.62"
"Urun_55","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Urun_56","2.87","0.93","0.01","22.86","87.08","30.58","1.42","22.79","3.10","15.27","25.11","49.83","25.23","28.81","22.97","23.15","21.92","60.57","32.53","133.48","8.96","14.82","8.23","20.66","3.50","4.42","27.63","76.59","274.58","146.68","64.94","6.01","204.33","26.30","6.92","35.78","8.53","3.38","45.93","40.80","397.27","19.16","221.94","15.06","10.69","180.00","195.73","4.71","29.02","20.24","0.65","0.99","0.27","130.78","2786.27","1839.13","67.85","31.94","27.49","68.41","114.12","2.33","2.08","0.00","  7,805.61\    ","317550.35","41752.31","0.00","0.00","367108.27"
"Urun_57","0.00","0.00","0.00","0.00","0.00","2.97","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","8.34","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21.88","36.69","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20.92","0.00","8495.05","0.00","0.00","29.74","55.48","0.00","0.00","0.00","  8,671.08\    ","750905.46","59437.34","0.00","0.00","819013.88"
"Urun_58","0.00","0.00","0.00","0.00","0.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.03","0.05","0.00","0.00","0.00","  1.01\    ","76610.75","799.74","0.00","0.00","77411.50"
"Urun_59","0.08","0.04","0.00","0.22","8.81","2.09","0.00","0.85","0.00","0.00","9.63","0.00","9.90","11.92","0.00","0.36","1.06","4.23","0.06","4.59","0.00","2.79","1.32","8.02","0.00","0.00","0.60","0.90","13.79","3.28","39.87","0.00","0.00","0.01","3.95","288.42","0.00","509.20","0.00","2.51","0.00","181.76","0.00","14.42","0.00","5.33","0.00","0.00","0.48","0.00","0.00","0.00","108.28","80.89","10.89","21.42","50.94","0.14","45181.71","38.87","0.10","0.00","0.00","0.00","  46,623.74\    ","642502.65","3455.60","4296.45","52.64","696931.09"
"Urun_60","0.00","0.24","0.00","3.47","54.06","0.21","0.00","11.78","1.61","6.31","10.44","7.21","4.94","4.03","2.60","9.85","1.34","2.25","2.60","7.27","0.66","4.49","0.13","0.17","0.01","0.27","2.81","15.18","113.34","62.33","2.20","9.69","15.01","2.60","1.67","852.77","4.30","147.25","125.17","14.41","0.00","0.41","0.00","1.18","0.00","11.24","3.80","0.00","323.97","1.07","0.61","0.26","0.00","3.43","1043.85","27.59","525.65","0.06","292.58","472.33","0.68","0.00","0.00","0.00","  4,213.41\    ","305873.70","2549.44","1395.75","0.00","314032.30"
"Urun_61","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Urun_62","0.54","1.85","0.00","17.18","117.63","163.73","20.29","22.94","12.63","0.11","50.67","9.84","64.06","43.09","31.77","53.96","3.06","34.14","28.35","68.85","6.86","23.77","3.81","64.27","3.41","4.63","92.34","25.76","474.70","359.38","41.62","29.00","15.39","51.17","7.46","180.01","4.08","4.87","156.04","157.98","0.37","19.41","26.78","17.05","3.61","34.82","15.79","0.92","21.26","5.35","10.04","0.25","13.01","21.76","31.30","33.88","147.87","11.42","3.38","29.90","94.80","143.55","75.70","0.00","  3,213.51\    ","326705.21","0.00","0.00","0.00","329918.72"
"Urun_63","0.00","0.07","4.07","0.00","0.00","4.59","0.00","1.47","0.00","0.00","0.65","0.00","10.46","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.36","85.53","0.00","12.06","11.04","0.00","0.00","0.00","0.00","69.61","0.00","10.76","0.00","0.00","0.00","0.12","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","3.51","2.90","0.00","18.71","0.00","0.00","4.56","133.94","0.00","10.70","0.00","  385.13\    ","438141.27","7.95","0.00","0.44","438534.78"
"Urun_64","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","0.00","0.00","0.00","0.00","0.00"
"Toplam","2140268.40","26238.72","91906.08","1166146.41","1720057.65","2396683.35","305996.81","704309.06","251652.59","5333580.12","1998342.36","225350.87","1641697.98","1849891.97","4430679.59","1328512.18","455707.98","1602323.92","1101262.72","2445844.93","193838.61","865721.62","312755.15","5341162.69","91524.37","556346.04","6301085.57","755784.77","2641214.75","2387573.22","12296940.01","779102.61","3120283.46","684732.26","227701.81","2448398.31","96376.06","67269.84","1093437.01","101581.42","950853.40","405950.06","79651.96","863867.90","586003.55","239230.04","170705.31","21511.81","252632.18","80164.54","120254.33","15141.81","268248.98","428165.06","2250022.97","487229.21","626359.03","64394.94","105426.70","115397.11","151794.48","196610.42","442371.86","0.00","  80,501,270.94\    ","81978907.76","462508.93","18736868.57","2579790.48","184259346.68"
